fecha=2020-03-13, casosComunidad=131, hombres=62, mujeres=69, casosAlicante=57, casosCastellon=7, casosValencia=67
fecha=2020-03-14, casosComunidad=127, hombres=67, mujeres=60, casosAlicante=59, casosCastellon=10, casosValencia=58
fecha=2020-03-15, casosComunidad=105, hombres=62, mujeres=43, casosAlicante=44, casosCastellon=9, casosValencia=52
fecha=2020-03-16, casosComunidad=132, hombres=65, mujeres=67, casosAlicante=64, casosCastellon=9, casosValencia=59
fecha=2020-03-17, casosComunidad=225, hombres=110, mujeres=115, casosAlicante=82, casosCastellon=22, casosValencia=121
fecha=2020-03-18, casosComunidad=235, hombres=123, mujeres=112, casosAlicante=74, casosCastellon=29, casosValencia=132
fecha=2020-03-19, casosComunidad=215, hombres=105, mujeres=110, casosAlicante=76, casosCastellon=27, casosValencia=112
fecha=2020-03-20, casosComunidad=289, hombres=143, mujeres=146, casosAlicante=87, casosCastellon=31, casosValencia=171
fecha=2020-03-21, casosComunidad=291, hombres=139, mujeres=152, casosAlicante=65, casosCastellon=48, casosValencia=178
fecha=2020-03-22, casosComunidad=268, hombres=153, mujeres=115, casosAlicante=82, casosCastellon=26, casosValencia=160
fecha=2020-03-23, casosComunidad=389, hombres=197, mujeres=192, casosAlicante=127, casosCastellon=55, casosValencia=207
fecha=2020-03-24, casosComunidad=530, hombres=283, mujeres=247, casosAlicante=182, casosCastellon=76, casosValencia=272
fecha=2020-03-25, casosComunidad=535, hombres=291, mujeres=244, casosAlicante=191, casosCastellon=51, casosValencia=293
fecha=2020-03-26, casosComunidad=585, hombres=301, mujeres=284, casosAlicante=284, casosCastellon=31, casosValencia=270
fecha=2020-03-27, casosComunidad=658, hombres=318, mujeres=340, casosAlicante=311, casosCastellon=84, casosValencia=263
fecha=2020-03-28, casosComunidad=522, hombres=247, mujeres=275, casosAlicante=220, casosCastellon=61, casosValencia=241
fecha=2020-03-29, casosComunidad=308, hombres=154, mujeres=154, casosAlicante=105, casosCastellon=45, casosValencia=158
fecha=2020-03-30, casosComunidad=402, hombres=209, mujeres=193, casosAlicante=160, casosCastellon=22, casosValencia=220
fecha=2020-03-31, casosComunidad=464, hombres=227, mujeres=237, casosAlicante=190, casosCastellon=64, casosValencia=210
fecha=2020-04-01, casosComunidad=394, hombres=169, mujeres=225, casosAlicante=139, casosCastellon=47, casosValencia=208
fecha=2020-04-02, casosComunidad=288, hombres=132, mujeres=156, casosAlicante=114, casosCastellon=42, casosValencia=132
fecha=2020-04-03, casosComunidad=304, hombres=135, mujeres=169, casosAlicante=108, casosCastellon=67, casosValencia=129
fecha=2020-04-04, casosComunidad=205, hombres=83, mujeres=122, casosAlicante=42, casosCastellon=13, casosValencia=150
fecha=2020-04-05, casosComunidad=158, hombres=60, mujeres=98, casosAlicante=50, casosCastellon=22, casosValencia=86
fecha=2020-04-06, casosComunidad=167, hombres=74, mujeres=93, casosAlicante=76, casosCastellon=21, casosValencia=70
fecha=2020-04-07, casosComunidad=215, hombres=92, mujeres=123, casosAlicante=62, casosCastellon=25, casosValencia=128
fecha=2020-04-08, casosComunidad=293, hombres=117, mujeres=176, casosAlicante=100, casosCastellon=79, casosValencia=114
fecha=2020-04-09, casosComunidad=230, hombres=81, mujeres=149, casosAlicante=35, casosCastellon=64, casosValencia=131
