fecha=2020-08-01, casosComunidad=218, hombres=101, mujeres=117, casosAlicante=58, casosCastellon=10, casosValencia=150
fecha=2020-08-02, casosComunidad=115, hombres=52, mujeres=63, casosAlicante=54, casosCastellon=3, casosValencia=58
fecha=2020-08-03, casosComunidad=217, hombres=120, mujeres=97, casosAlicante=54, casosCastellon=11, casosValencia=152
fecha=2020-08-04, casosComunidad=347, hombres=165, mujeres=182, casosAlicante=66, casosCastellon=6, casosValencia=275
fecha=2020-08-05, casosComunidad=357, hombres=172, mujeres=185, casosAlicante=73, casosCastellon=9, casosValencia=275
fecha=2020-08-06, casosComunidad=324, hombres=151, mujeres=173, casosAlicante=55, casosCastellon=14, casosValencia=255
fecha=2020-08-07, casosComunidad=315, hombres=154, mujeres=161, casosAlicante=59, casosCastellon=17, casosValencia=239
fecha=2020-08-08, casosComunidad=282, hombres=137, mujeres=145, casosAlicante=86, casosCastellon=16, casosValencia=180
fecha=2020-08-09, casosComunidad=173, hombres=82, mujeres=91, casosAlicante=31, casosCastellon=7, casosValencia=135
fecha=2020-08-10, casosComunidad=295, hombres=142, mujeres=153, casosAlicante=95, casosCastellon=18, casosValencia=182
fecha=2020-08-11, casosComunidad=353, hombres=183, mujeres=170, casosAlicante=56, casosCastellon=23, casosValencia=274
fecha=2020-08-12, casosComunidad=443, hombres=226, mujeres=217, casosAlicante=103, casosCastellon=37, casosValencia=303
fecha=2020-08-13, casosComunidad=479, hombres=244, mujeres=235, casosAlicante=130, casosCastellon=20, casosValencia=329
fecha=2020-08-14, casosComunidad=528, hombres=275, mujeres=253, casosAlicante=124, casosCastellon=25, casosValencia=379
fecha=2020-08-15, casosComunidad=369, hombres=199, mujeres=170, casosAlicante=96, casosCastellon=18, casosValencia=255
fecha=2020-08-16, casosComunidad=199, hombres=108, mujeres=91, casosAlicante=83, casosCastellon=13, casosValencia=103
fecha=2020-08-17, casosComunidad=320, hombres=160, mujeres=160, casosAlicante=146, casosCastellon=18, casosValencia=156
fecha=2020-08-18, casosComunidad=504, hombres=250, mujeres=254, casosAlicante=110, casosCastellon=22, casosValencia=372
fecha=2020-08-19, casosComunidad=564, hombres=274, mujeres=290, casosAlicante=150, casosCastellon=44, casosValencia=370
fecha=2020-08-20, casosComunidad=567, hombres=278, mujeres=289, casosAlicante=151, casosCastellon=39, casosValencia=377
fecha=2020-08-21, casosComunidad=693, hombres=346, mujeres=347, casosAlicante=178, casosCastellon=52, casosValencia=463
fecha=2020-08-22, casosComunidad=628, hombres=288, mujeres=340, casosAlicante=134, casosCastellon=89, casosValencia=405
fecha=2020-08-23, casosComunidad=277, hombres=130, mujeres=147, casosAlicante=77, casosCastellon=23, casosValencia=177
fecha=2020-08-24, casosComunidad=498, hombres=245, mujeres=253, casosAlicante=170, casosCastellon=33, casosValencia=295
fecha=2020-08-25, casosComunidad=520, hombres=268, mujeres=252, casosAlicante=156, casosCastellon=64, casosValencia=300
fecha=2020-08-26, casosComunidad=687, hombres=331, mujeres=356, casosAlicante=144, casosCastellon=76, casosValencia=467
fecha=2020-08-27, casosComunidad=712, hombres=344, mujeres=368, casosAlicante=190, casosCastellon=92, casosValencia=430
fecha=2020-08-28, casosComunidad=846, hombres=408, mujeres=438, casosAlicante=219, casosCastellon=66, casosValencia=561
fecha=2020-08-29, casosComunidad=719, hombres=324, mujeres=395, casosAlicante=160, casosCastellon=96, casosValencia=463
fecha=2020-08-30, casosComunidad=345, hombres=153, mujeres=192, casosAlicante=117, casosCastellon=34, casosValencia=194
fecha=2020-08-31, casosComunidad=460, hombres=238, mujeres=222, casosAlicante=185, casosCastellon=36, casosValencia=239
fecha=2021-08-01, casosComunidad=647, hombres=317, mujeres=330, casosAlicante=374, casosCastellon=76, casosValencia=197
fecha=2021-08-02, casosComunidad=2066, hombres=1030, mujeres=1036, casosAlicante=810, casosCastellon=227, casosValencia=1029
fecha=2021-08-03, casosComunidad=2020, hombres=959, mujeres=1061, casosAlicante=885, casosCastellon=213, casosValencia=922
fecha=2021-08-04, casosComunidad=1834, hombres=885, mujeres=949, casosAlicante=874, casosCastellon=189, casosValencia=771
fecha=2021-08-05, casosComunidad=1739, hombres=867, mujeres=872, casosAlicante=787, casosCastellon=221, casosValencia=731
fecha=2021-08-06, casosComunidad=1885, hombres=904, mujeres=981, casosAlicante=877, casosCastellon=191, casosValencia=817
