fecha=2021-06-01, casosComunidad=181, hombres=95, mujeres=86, casosAlicante=42, casosCastellon=33, casosValencia=106
fecha=2021-06-02, casosComunidad=198, hombres=99, mujeres=99, casosAlicante=75, casosCastellon=20, casosValencia=103
fecha=2021-06-03, casosComunidad=183, hombres=82, mujeres=101, casosAlicante=68, casosCastellon=16, casosValencia=99
fecha=2021-06-04, casosComunidad=215, hombres=126, mujeres=89, casosAlicante=74, casosCastellon=25, casosValencia=116
fecha=2021-06-05, casosComunidad=118, hombres=69, mujeres=49, casosAlicante=28, casosCastellon=26, casosValencia=64
fecha=2021-06-07, casosComunidad=172, hombres=90, mujeres=82, casosAlicante=37, casosCastellon=21, casosValencia=114
fecha=2021-06-08, casosComunidad=185, hombres=93, mujeres=92, casosAlicante=58, casosCastellon=19, casosValencia=108
fecha=2021-06-09, casosComunidad=182, hombres=93, mujeres=89, casosAlicante=51, casosCastellon=23, casosValencia=108
fecha=2021-06-10, casosComunidad=185, hombres=93, mujeres=92, casosAlicante=54, casosCastellon=22, casosValencia=109
fecha=2021-06-11, casosComunidad=170, hombres=87, mujeres=83, casosAlicante=50, casosCastellon=10, casosValencia=110
fecha=2021-06-12, casosComunidad=125, hombres=54, mujeres=71, casosAlicante=38, casosCastellon=6, casosValencia=81
fecha=2021-06-14, casosComunidad=195, hombres=86, mujeres=109, casosAlicante=58, casosCastellon=11, casosValencia=126
fecha=2021-06-15, casosComunidad=197, hombres=95, mujeres=102, casosAlicante=53, casosCastellon=15, casosValencia=129
fecha=2021-06-16, casosComunidad=227, hombres=112, mujeres=115, casosAlicante=57, casosCastellon=26, casosValencia=144
fecha=2021-06-17, casosComunidad=249, hombres=118, mujeres=131, casosAlicante=53, casosCastellon=15, casosValencia=181
fecha=2021-06-18, casosComunidad=245, hombres=121, mujeres=124, casosAlicante=73, casosCastellon=21, casosValencia=151
fecha=2021-06-19, casosComunidad=198, hombres=103, mujeres=95, casosAlicante=62, casosCastellon=6, casosValencia=130
fecha=2021-06-20, casosComunidad=88, hombres=41, mujeres=47, casosAlicante=23, casosCastellon=4, casosValencia=61
fecha=2021-06-21, casosComunidad=298, hombres=159, mujeres=139, casosAlicante=87, casosCastellon=8, casosValencia=203
fecha=2021-06-22, casosComunidad=412, hombres=217, mujeres=195, casosAlicante=63, casosCastellon=21, casosValencia=328
fecha=2021-06-23, casosComunidad=646, hombres=340, mujeres=306, casosAlicante=83, casosCastellon=21, casosValencia=542
fecha=2021-06-24, casosComunidad=213, hombres=122, mujeres=91, casosAlicante=40, casosCastellon=17, casosValencia=156
fecha=2021-06-25, casosComunidad=787, hombres=402, mujeres=385, casosAlicante=117, casosCastellon=36, casosValencia=634
fecha=2021-06-26, casosComunidad=590, hombres=261, mujeres=329, casosAlicante=82, casosCastellon=39, casosValencia=469
fecha=2021-06-27, casosComunidad=265, hombres=137, mujeres=128, casosAlicante=42, casosCastellon=23, casosValencia=200
fecha=2021-06-28, casosComunidad=986, hombres=487, mujeres=499, casosAlicante=144, casosCastellon=74, casosValencia=768
fecha=2021-06-29, casosComunidad=1278, hombres=658, mujeres=620, casosAlicante=156, casosCastellon=84, casosValencia=1038
fecha=2021-06-30, casosComunidad=1421, hombres=732, mujeres=689, casosAlicante=169, casosCastellon=124, casosValencia=1128
fecha=2022-06-01, casosComunidad=1126, hombres=439, mujeres=686, casosAlicante=407, casosCastellon=123, casosValencia=596
fecha=2022-06-02, casosComunidad=1024, hombres=399, mujeres=625, casosAlicante=349, casosCastellon=132, casosValencia=543
fecha=2022-06-03, casosComunidad=939, hombres=380, mujeres=558, casosAlicante=297, casosCastellon=118, casosValencia=522
fecha=2022-06-04, casosComunidad=396, hombres=185, mujeres=208, casosAlicante=125, casosCastellon=62, casosValencia=209
fecha=2022-06-05, casosComunidad=282, hombres=110, mujeres=172, casosAlicante=94, casosCastellon=53, casosValencia=135
fecha=2022-06-06, casosComunidad=1145, hombres=426, mujeres=717, casosAlicante=365, casosCastellon=117, casosValencia=663
fecha=2022-06-07, casosComunidad=1039, hombres=432, mujeres=605, casosAlicante=330, casosCastellon=104, casosValencia=605
fecha=2022-06-08, casosComunidad=993, hombres=382, mujeres=607, casosAlicante=323, casosCastellon=110, casosValencia=560
fecha=2022-06-09, casosComunidad=1021, hombres=399, mujeres=619, casosAlicante=347, casosCastellon=114, casosValencia=560
fecha=2022-06-10, casosComunidad=890, hombres=356, mujeres=533, casosAlicante=319, casosCastellon=80, casosValencia=491
fecha=2022-06-11, casosComunidad=428, hombres=172, mujeres=254, casosAlicante=135, casosCastellon=43, casosValencia=250
fecha=2022-06-12, casosComunidad=376, hombres=158, mujeres=218, casosAlicante=141, casosCastellon=57, casosValencia=178
fecha=2022-06-13, casosComunidad=1371, hombres=553, mujeres=817, casosAlicante=415, casosCastellon=119, casosValencia=837
fecha=2022-06-14, casosComunidad=1236, hombres=517, mujeres=719, casosAlicante=408, casosCastellon=113, casosValencia=715
fecha=2022-06-15, casosComunidad=1290, hombres=502, mujeres=782, casosAlicante=417, casosCastellon=125, casosValencia=748
fecha=2022-06-16, casosComunidad=1270, hombres=501, mujeres=765, casosAlicante=401, casosCastellon=131, casosValencia=738
fecha=2022-06-17, casosComunidad=1263, hombres=518, mujeres=739, casosAlicante=420, casosCastellon=111, casosValencia=732
fecha=2022-06-18, casosComunidad=587, hombres=238, mujeres=349, casosAlicante=183, casosCastellon=69, casosValencia=335
fecha=2022-06-19, casosComunidad=458, hombres=187, mujeres=270, casosAlicante=186, casosCastellon=55, casosValencia=217
fecha=2022-06-20, casosComunidad=1934, hombres=785, mujeres=1147, casosAlicante=566, casosCastellon=203, casosValencia=1165
fecha=2022-06-21, casosComunidad=1888, hombres=737, mujeres=1144, casosAlicante=592, casosCastellon=201, casosValencia=1095
fecha=2022-06-22, casosComunidad=1833, hombres=727, mujeres=1103, casosAlicante=487, casosCastellon=186, casosValencia=1160
fecha=2022-06-23, casosComunidad=1892, hombres=740, mujeres=1126, casosAlicante=491, casosCastellon=209, casosValencia=1192
fecha=2022-06-24, casosComunidad=738, hombres=316, mujeres=419, casosAlicante=248, casosCastellon=99, casosValencia=391
fecha=2022-06-25, casosComunidad=1157, hombres=459, mujeres=671, casosAlicante=406, casosCastellon=132, casosValencia=619
fecha=2022-06-26, casosComunidad=901, hombres=383, mujeres=518, casosAlicante=297, casosCastellon=147, casosValencia=457
fecha=2022-06-27, casosComunidad=3464, hombres=1382, mujeres=2075, casosAlicante=1015, casosCastellon=316, casosValencia=2133
fecha=2022-06-28, casosComunidad=3266, hombres=1322, mujeres=1936, casosAlicante=973, casosCastellon=279, casosValencia=2014
fecha=2022-06-29, casosComunidad=3169, hombres=1269, mujeres=1895, casosAlicante=988, casosCastellon=262, casosValencia=1919
fecha=2022-06-30, casosComunidad=2878, hombres=1182, mujeres=1693, casosAlicante=930, casosCastellon=292, casosValencia=1656
fecha=2023-06-01, casosComunidad=104, hombres=48, mujeres=56, casosAlicante=45, casosCastellon=12, casosValencia=47
fecha=2023-06-02, casosComunidad=102, hombres=51, mujeres=51, casosAlicante=31, casosCastellon=7, casosValencia=64
fecha=2023-06-03, casosComunidad=72, hombres=34, mujeres=38, casosAlicante=39, casosCastellon=10, casosValencia=23
fecha=2023-06-05, casosComunidad=130, hombres=51, mujeres=79, casosAlicante=58, casosCastellon=9, casosValencia=63
fecha=2023-06-06, casosComunidad=143, hombres=55, mujeres=88, casosAlicante=53, casosCastellon=18, casosValencia=72
fecha=2023-06-07, casosComunidad=72, hombres=28, mujeres=44, casosAlicante=26, casosCastellon=16, casosValencia=30
fecha=2023-06-08, casosComunidad=74, hombres=22, mujeres=52, casosAlicante=27, casosCastellon=14, casosValencia=33
fecha=2023-06-09, casosComunidad=94, hombres=43, mujeres=51, casosAlicante=26, casosCastellon=14, casosValencia=54
fecha=2023-06-12, casosComunidad=115, hombres=51, mujeres=63, casosAlicante=57, casosCastellon=19, casosValencia=39
fecha=2023-06-13, casosComunidad=73, hombres=28, mujeres=45, casosAlicante=24, casosCastellon=5, casosValencia=44
fecha=2023-06-14, casosComunidad=82, hombres=37, mujeres=45, casosAlicante=40, casosCastellon=3, casosValencia=39
fecha=2023-06-19, casosComunidad=90, hombres=34, mujeres=56, casosAlicante=15, casosCastellon=12, casosValencia=63
fecha=2023-06-28, casosComunidad=75, hombres=30, mujeres=45, casosAlicante=35, casosCastellon=9, casosValencia=31
fecha=2023-06-30, casosComunidad=71, hombres=36, mujeres=35, casosAlicante=20, casosCastellon=5, casosValencia=46
