fecha=2020-10-01, casosComunidad=486, hombres=235, mujeres=251, casosAlicante=164, casosCastellon=68, casosValencia=254
fecha=2020-10-02, casosComunidad=525, hombres=273, mujeres=252, casosAlicante=209, casosCastellon=53, casosValencia=263
fecha=2020-10-03, casosComunidad=382, hombres=186, mujeres=196, casosAlicante=142, casosCastellon=41, casosValencia=199
fecha=2020-10-04, casosComunidad=225, hombres=114, mujeres=111, casosAlicante=71, casosCastellon=31, casosValencia=123
fecha=2020-10-05, casosComunidad=480, hombres=249, mujeres=231, casosAlicante=234, casosCastellon=34, casosValencia=212
fecha=2020-10-06, casosComunidad=634, hombres=300, mujeres=334, casosAlicante=208, casosCastellon=47, casosValencia=379
fecha=2020-10-07, casosComunidad=602, hombres=289, mujeres=313, casosAlicante=211, casosCastellon=63, casosValencia=328
fecha=2020-10-08, casosComunidad=689, hombres=323, mujeres=366, casosAlicante=284, casosCastellon=53, casosValencia=352
fecha=2020-10-09, casosComunidad=489, hombres=254, mujeres=235, casosAlicante=170, casosCastellon=70, casosValencia=249
fecha=2020-10-10, casosComunidad=383, hombres=204, mujeres=179, casosAlicante=173, casosCastellon=33, casosValencia=177
fecha=2020-10-11, casosComunidad=332, hombres=175, mujeres=157, casosAlicante=103, casosCastellon=49, casosValencia=180
fecha=2020-10-12, casosComunidad=296, hombres=157, mujeres=139, casosAlicante=138, casosCastellon=21, casosValencia=137
fecha=2020-10-13, casosComunidad=579, hombres=273, mujeres=306, casosAlicante=206, casosCastellon=43, casosValencia=330
fecha=2020-10-14, casosComunidad=1036, hombres=518, mujeres=518, casosAlicante=334, casosCastellon=114, casosValencia=588
fecha=2020-10-15, casosComunidad=938, hombres=457, mujeres=481, casosAlicante=310, casosCastellon=79, casosValencia=549
fecha=2020-10-16, casosComunidad=1049, hombres=500, mujeres=549, casosAlicante=378, casosCastellon=102, casosValencia=569
fecha=2020-10-17, casosComunidad=949, hombres=434, mujeres=515, casosAlicante=292, casosCastellon=100, casosValencia=557
fecha=2020-10-18, casosComunidad=409, hombres=185, mujeres=224, casosAlicante=115, casosCastellon=34, casosValencia=260
fecha=2020-10-19, casosComunidad=816, hombres=403, mujeres=413, casosAlicante=383, casosCastellon=84, casosValencia=349
fecha=2020-10-20, casosComunidad=1290, hombres=646, mujeres=644, casosAlicante=461, casosCastellon=139, casosValencia=690
fecha=2020-10-21, casosComunidad=1557, hombres=750, mujeres=807, casosAlicante=594, casosCastellon=165, casosValencia=798
fecha=2020-10-22, casosComunidad=1521, hombres=759, mujeres=762, casosAlicante=579, casosCastellon=165, casosValencia=777
fecha=2020-10-23, casosComunidad=1869, hombres=869, mujeres=1000, casosAlicante=610, casosCastellon=183, casosValencia=1076
fecha=2020-10-24, casosComunidad=1272, hombres=630, mujeres=642, casosAlicante=359, casosCastellon=158, casosValencia=755
fecha=2020-10-25, casosComunidad=758, hombres=374, mujeres=384, casosAlicante=264, casosCastellon=95, casosValencia=399
fecha=2020-10-26, casosComunidad=1308, hombres=650, mujeres=658, casosAlicante=579, casosCastellon=102, casosValencia=627
fecha=2020-10-27, casosComunidad=1789, hombres=845, mujeres=944, casosAlicante=599, casosCastellon=175, casosValencia=1015
fecha=2020-10-28, casosComunidad=1923, hombres=880, mujeres=1043, casosAlicante=573, casosCastellon=240, casosValencia=1110
fecha=2020-10-29, casosComunidad=1938, hombres=907, mujeres=1031, casosAlicante=584, casosCastellon=161, casosValencia=1193
fecha=2020-10-30, casosComunidad=1983, hombres=918, mujeres=1065, casosAlicante=673, casosCastellon=165, casosValencia=1145
fecha=2020-10-31, casosComunidad=1576, hombres=722, mujeres=854, casosAlicante=459, casosCastellon=222, casosValencia=895
fecha=2021-10-01, casosComunidad=165, hombres=75, mujeres=90, casosAlicante=76, casosCastellon=31, casosValencia=58
fecha=2021-10-02, casosComunidad=108, hombres=48, mujeres=60, casosAlicante=36, casosCastellon=22, casosValencia=50
fecha=2021-10-04, casosComunidad=130, hombres=63, mujeres=67, casosAlicante=69, casosCastellon=13, casosValencia=48
fecha=2021-10-05, casosComunidad=155, hombres=90, mujeres=65, casosAlicante=51, casosCastellon=23, casosValencia=81
fecha=2021-10-06, casosComunidad=141, hombres=64, mujeres=77, casosAlicante=55, casosCastellon=35, casosValencia=51
fecha=2021-10-07, casosComunidad=124, hombres=63, mujeres=61, casosAlicante=46, casosCastellon=29, casosValencia=49
fecha=2021-10-08, casosComunidad=161, hombres=81, mujeres=80, casosAlicante=70, casosCastellon=35, casosValencia=56
fecha=2021-10-11, casosComunidad=195, hombres=99, mujeres=96, casosAlicante=67, casosCastellon=52, casosValencia=76
