fecha=2023-01-02, casosComunidad=328, hombres=130, mujeres=198, casosAlicante=102, casosCastellon=35, casosValencia=191
fecha=2023-01-03, casosComunidad=268, hombres=109, mujeres=159, casosAlicante=90, casosCastellon=28, casosValencia=150
fecha=2023-01-04, casosComunidad=233, hombres=90, mujeres=143, casosAlicante=89, casosCastellon=33, casosValencia=111
fecha=2023-01-05, casosComunidad=237, hombres=83, mujeres=154, casosAlicante=88, casosCastellon=31, casosValencia=118
fecha=2023-01-07, casosComunidad=113, hombres=42, mujeres=71, casosAlicante=39, casosCastellon=10, casosValencia=64
fecha=2023-01-09, casosComunidad=360, hombres=131, mujeres=229, casosAlicante=106, casosCastellon=43, casosValencia=211
fecha=2023-01-10, casosComunidad=225, hombres=87, mujeres=138, casosAlicante=91, casosCastellon=30, casosValencia=104
fecha=2023-01-11, casosComunidad=221, hombres=85, mujeres=136, casosAlicante=89, casosCastellon=28, casosValencia=104
fecha=2023-01-12, casosComunidad=164, hombres=61, mujeres=103, casosAlicante=63, casosCastellon=17, casosValencia=84
fecha=2023-01-13, casosComunidad=181, hombres=72, mujeres=109, casosAlicante=68, casosCastellon=27, casosValencia=86
fecha=2023-01-16, casosComunidad=188, hombres=71, mujeres=117, casosAlicante=67, casosCastellon=22, casosValencia=99
fecha=2023-01-17, casosComunidad=173, hombres=69, mujeres=103, casosAlicante=48, casosCastellon=21, casosValencia=104
fecha=2023-01-18, casosComunidad=145, hombres=51, mujeres=94, casosAlicante=48, casosCastellon=14, casosValencia=83
fecha=2023-01-19, casosComunidad=144, hombres=57, mujeres=87, casosAlicante=37, casosCastellon=23, casosValencia=84
fecha=2023-01-20, casosComunidad=125, hombres=53, mujeres=72, casosAlicante=38, casosCastellon=19, casosValencia=68
fecha=2023-01-23, casosComunidad=136, hombres=46, mujeres=90, casosAlicante=43, casosCastellon=21, casosValencia=72
fecha=2023-01-24, casosComunidad=162, hombres=63, mujeres=99, casosAlicante=62, casosCastellon=28, casosValencia=72
fecha=2023-01-25, casosComunidad=115, hombres=47, mujeres=68, casosAlicante=30, casosCastellon=22, casosValencia=63
fecha=2023-01-26, casosComunidad=168, hombres=68, mujeres=100, casosAlicante=50, casosCastellon=21, casosValencia=97
fecha=2023-01-30, casosComunidad=149, hombres=60, mujeres=88, casosAlicante=42, casosCastellon=24, casosValencia=83
fecha=2023-01-31, casosComunidad=111, hombres=45, mujeres=66, casosAlicante=31, casosCastellon=17, casosValencia=63
fecha=2023-02-01, casosComunidad=126, hombres=62, mujeres=64, casosAlicante=30, casosCastellon=15, casosValencia=81
fecha=2023-02-03, casosComunidad=110, hombres=40, mujeres=70, casosAlicante=37, casosCastellon=10, casosValencia=63
fecha=2023-02-06, casosComunidad=148, hombres=59, mujeres=89, casosAlicante=49, casosCastellon=23, casosValencia=76
